molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50
CHEMBL5561839,CDK9,1.3,nM,CC(C)n1nnc2ccc(-c3ccnc(Nc4cc(C(=O)N5CCCC5)ccn4)c3)cc21,8.886056647693163
CHEMBL3702158,CDK4,1.3,nM,C1=C(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCNC1,8.886056647693163
CHEMBL3698658,CDK4,1.3,nM,c1ccc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCCC1,8.886056647693163
CHEMBL3698643,CDK6,1.3,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,8.886056647693163
CHEMBL3698698,CDK4,1.3,nM,NCC1CCCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)C1,8.886056647693163
CHEMBL5869281,CDK6,1.33,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,8.876148359032914
CHEMBL4463716,CDK4,1.34,nM,C#CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.872895201635192
CHEMBL4439999,CDK4,1.35,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,8.869666231504993
CHEMBL6014795,CDK4,1.35,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CCCN4)C5)ncc3F)cc2n1C1CC1,8.869666231504993
CHEMBL5758951,CDK6,1.36,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCC(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,8.866461091629782
CHEMBL5774332,CDK6,1.37,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,8.863279432843592
CHEMBL5982253,CDK4,1.37,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.863279432843592
CHEMBL6058303,CDK4,1.37,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.863279432843592
CHEMBL3702120,CDK4,1.39,nM,O=C(O)CN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.856985199745905
CHEMBL5830076,CDK6,1.39,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.856985199745905
CHEMBL5979303,CDK4,1.39,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=O)C5)ncc3F)cc2n1C(C)(C)C,8.856985199745905
CHEMBL3698706,CDK4,1.4,nM,CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.853871964321762
CHEMBL3702123,CDK4,1.4,nM,O=C(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)N1CCNCC1,8.853871964321762
CHEMBL393525,CDK9,1.4,nM,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,8.853871964321762
CHEMBL3698643,CDK4,1.4,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,8.853871964321762
CHEMBL3702197,CDK4,1.4,nM,OCCCNc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nn1,8.853871964321762
CHEMBL4542247,CDK6,1.41,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1(C)CC1,8.85078088734462
CHEMBL5994564,CDK6,1.41,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,8.85078088734462
CHEMBL5856237,CDK4,1.44,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C,8.84163750790475
CHEMBL6002613,CDK4,1.45,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCP(C)(=O)CC4)C5)ncc3F)cc2n1C(C)(C)C,8.838631997765026
CHEMBL5758951,CDK4,1.45,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCC(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,8.838631997765026
CHEMBL5922296,CDK4,1.46,nM,CS(=O)(=O)c1cc2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n1C1CCCC1,8.835647144215564
CHEMBL5888788,CDK4,1.47,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1CC1CC1,8.832682665251824
CHEMBL5897984,CDK6,1.48,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,8.829738284605043
CHEMBL6004741,CDK4,1.48,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC=NO)C5)ncc3F)cc2n1C(C)C,8.829738284605043
CHEMBL6026840,CDK4,1.48,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC=NO)C5)ncc3F)cc2n1C(C)(C)C,8.829738284605043
CHEMBL5964675,CDK6,1.48,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,8.829738284605043
CHEMBL6002674,CDK4,1.49,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1,8.826813731587727
CHEMBL4550287,CDK6,1.49,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C1CC1,8.826813731587727
CHEMBL5956531,CDK6,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(c4)CCNC5)ncc3F)cc21,8.823908740944319
CHEMBL5746967,CDK4,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C(=O)N5CCC(N(C)C)CC5)c(F)c4)ncc3F)cc21,8.823908740944319
CHEMBL3698654,CDK6,1.5,nM,O[C@@H]1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,8.823908740944319
CHEMBL270544,CDK2,1.5,nM,CC(C)=Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.823908740944319
CHEMBL5949924,CDK4,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)nn4)ncc3F)cc21,8.823908740944319
CHEMBL5760232,CDK4,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(N(C)C)CC5)nc4)ncc3F)cc21,8.823908740944319
CHEMBL5955040,CDK6,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)nc4)ncc3F)cc21,8.823908740944319
CHEMBL3698642,CDK4,1.5,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,8.823908740944319
CHEMBL3641998,CDK4,1.5,nM,C[C@@H](CO)NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.823908740944319
CHEMBL5806353,CDK4,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(N(C)C)CC5)cn4)ncc3F)cc21,8.823908740944319
CHEMBL445945,CDK2,1.5,nM,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncccc4c32)cc1,8.823908740944319
CHEMBL4208504,CDK4,1.5,nM,CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,8.823908740944319
CHEMBL5955040,CDK4,1.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)nc4)ncc3F)cc21,8.823908740944319
CHEMBL5933703,CDK4,1.51,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,8.821023052706831
CHEMBL6002674,CDK6,1.51,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1,8.821023052706831
CHEMBL4463874,CDK4,1.52,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCNC(=N)N)C5)ncc3F)cc2n1C(C)C,8.818156412055227
CHEMBL5751847,CDK4,1.53,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)(C)C,8.8153085691824
CHEMBL5988596,CDK6,1.53,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.8153085691824
CHEMBL6038282,CDK4,1.53,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4)C5)ncc3F)cc2n1C1CC1,8.8153085691824
CHEMBL5988596,CDK4,1.54,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.812479279163536
CHEMBL5865665,CDK4,1.54,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C1CC1,8.812479279163536
CHEMBL5794081,CDK4,1.55,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCC(N)NO)C5)ncc3F)cc2n1C(C)C,8.809668301829708
CHEMBL4462493,CDK6,1.55,nM,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,8.809668301829708
CHEMBL6020742,CDK4,1.55,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)C,8.809668301829708
CHEMBL5799961,CDK4,1.56,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)CN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.806875401645538
CHEMBL5911327,CDK6,1.56,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.806875401645538
CHEMBL4461442,CDK4,1.56,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)P(C)(C)=O)C5)ncc3F)cc2n1C(C)C,8.806875401645538
CHEMBL4466497,CDK6,1.57,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.804100347590767
CHEMBL4439999,CDK6,1.59,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,8.79860287567955
CHEMBL5950534,CDK4,1.59,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)NC5)ncc3F)cc2n1C(C)(C)C,8.79860287567955
CHEMBL6012324,CDK4,1.6,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4cc5n(n4)CCN(C)C5)ncc3F)cc21,8.795880017344075
CHEMBL4202432,CDK4,1.6,nM,Cc1nc2c(F)cc(-c3cc(Nc4cnc(CN5CCN(C(C)C)CC5)cn4)ncn3)cc2n1C(C)C,8.795880017344075
CHEMBL5983466,CDK6,1.6,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.795880017344075
CHEMBL4214634,CDK6,1.6,nM,COCCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,8.795880017344075
CHEMBL4218267,CDK6,1.6,nM,CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)c(F)cn3)cn2)CC1,8.795880017344075
CHEMBL409892,CDK2,1.6,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,8.795880017344075
CHEMBL3698744,CDK4,1.6,nM,NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.795880017344075
CHEMBL4204030,CDK6,1.6,nM,CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ccn3)cn2)CC1,8.795880017344075
CHEMBL3698661,CDK4,1.6,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C34CC5CC(CC(C5)C3)C4)c2cn1,8.795880017344075
CHEMBL5943325,CDK6,1.6,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(O)CC5)cn4)ncc3F)cc21,8.795880017344075
CHEMBL3698654,CDK4,1.6,nM,O[C@@H]1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,8.795880017344075
CHEMBL3698683,CDK4,1.6,nM,c1cc2c3cnc(Nc4ccc(N5CCCNCC5)cn4)nc3n(C3CCCC3)c2cn1,8.795880017344075
CHEMBL4218267,CDK4,1.6,nM,CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)c(F)cn3)cn2)CC1,8.795880017344075
CHEMBL4453095,CDK4,1.61,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1[C@H]1CC[C@H](C)CC1,8.79317412396815
CHEMBL4212532,CDK4,1.64,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C(C)C,8.785156151952302
CHEMBL5884004,CDK4,1.65,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,8.782516055786093
CHEMBL5941223,CDK4,1.65,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCC(C)CC1,8.782516055786093
CHEMBL5774696,CDK4,1.68,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N)C5)ncc3F)cc2n1C1CC1,8.774690718274137
CHEMBL5757213,CDK4,1.68,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C1CC1,8.774690718274137
CHEMBL4463172,CDK6,1.7,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(=N)N)C5)ncc3F)cc2n1C(C)C,8.769551078621726
CHEMBL5982253,CDK6,1.7,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.769551078621726
CHEMBL5839538,CDK4,1.7,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CC1,8.769551078621726
CHEMBL3905910,CDK9,1.7,nM,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,8.769551078621726
CHEMBL271136,CDK2,1.7,nM,COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.769551078621726
CHEMBL3698692,CDK4,1.7,nM,C[C@@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCN1,8.769551078621726
CHEMBL5757792,CDK4,1.7,nM,C=C(CCN(C)C)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,8.769551078621726
CHEMBL3642031,CDK4,1.7,nM,COC(=O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.769551078621726
CHEMBL6058303,CDK6,1.7,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.769551078621726
CHEMBL3641997,CDK4,1.7,nM,C[C@@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.769551078621726
CHEMBL4207796,CDK4,1.72,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCF)C5)ncc3F)cc2n1C(C)C,8.76447155309245
CHEMBL6060984,CDK4,1.72,nM,COCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.76447155309245
CHEMBL5814867,CDK4,1.72,nM,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.76447155309245
CHEMBL4210028,CDK4,1.72,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,8.76447155309245
CHEMBL6031262,CDK4,1.73,nM,C/C(=N/O)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.761953896871205
CHEMBL5775776,CDK6,1.73,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CC=C(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,8.761953896871205
CHEMBL5755607,CDK4,1.73,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN=C(N)N)C5)ncc3F)cc2n1C(C)C,8.761953896871205
CHEMBL5775091,CDK4,1.74,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=NC#N)C5)ncc3F)cc2n1C(C)C,8.7594507517174
CHEMBL5844694,CDK4,1.74,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCO)C5)ncc3F)cc2n1C(C)C,8.7594507517174
CHEMBL5799961,CDK6,1.76,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)CN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.75448733218585
CHEMBL5775091,CDK6,1.77,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=NC#N)C5)ncc3F)cc2n1C(C)C,8.752026733638193
CHEMBL5971879,CDK4,1.79,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN[C@H]5C)ncc3F)cc2n1C(C)(C)C,8.747146969020108
CHEMBL5903034,CDK4,1.79,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CB(O)O)C5)ncc3F)cc2n1C(C)C,8.747146969020108
CHEMBL4644893,CDK9,1.79,nM,C=CC(=O)Nc1ccc(C(=O)N2CCCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,8.747146969020108
CHEMBL3702110,CDK4,1.8,nM,CC1(C)CCC(n2c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3c3ccnc(O)c32)CC1,8.744727494896694
CHEMBL249303,CDK1,1.8,nM,CCN(CC)Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,8.744727494896694
CHEMBL4216534,CDK6,1.8,nM,Cc1nc2c(F)cc(-c3cc(Nc4cnc(CN5CCN(C6CCCC6)CC5)cn4)ncn3)cc2n1C(C)C,8.744727494896694
CHEMBL3702050,CDK4,1.8,nM,COCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.744727494896694
CHEMBL5956134,CDK6,1.8,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C(C)(C)C,8.744727494896694
CHEMBL5932825,CDK4,1.81,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1,8.742321425130816
CHEMBL4463874,CDK6,1.82,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCNC(=N)N)C5)ncc3F)cc2n1C(C)C,8.739928612014925
CHEMBL5879318,CDK4,1.83,nM,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC6)c5c4)n3)ccc2C1,8.73754891026957
CHEMBL5981008,CDK4,1.86,nM,CC(=N)NCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.730487055782083
CHEMBL5748748,CDK6,1.87,nM,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc6c(n5)CCN(C(=O)CO)C6)ncc4F)cc3n21,8.7281583934635
CHEMBL5816005,CDK6,1.87,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCOCC4)C5)ncc3F)cc2n1C(C)(C)C,8.7281583934635
CHEMBL6043427,CDK6,1.89,nM,CN1CCC(COc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,8.723538195826755
CHEMBL4079206,CDK9,1.9,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1,8.721246399047171
CHEMBL3301610,CDK6,1.9,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,8.721246399047171
CHEMBL3642000,CDK4,1.9,nM,C[C@H](CO)NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.721246399047171
CHEMBL3301610,CDK4,1.9,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,8.721246399047171
CHEMBL429142,CDK2,1.9,nM,CC(C)CC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.721246399047171
CHEMBL5979966,CDK4,1.9,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)(C)C,8.721246399047171
CHEMBL3702091,CDK4,1.9,nM,O[C@@H]1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)C1,8.721246399047171
CHEMBL3698739,CDK4,1.9,nM,N[C@@H]1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,8.721246399047171
CHEMBL5568620,CDK9,1.9,nM,CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ncnc5c4)n3)ccc2nn1C,8.721246399047171
CHEMBL5772567,CDK4,1.91,nM,CCOP(=O)(CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1)OCC,8.718966632752272
CHEMBL5976517,CDK4,1.92,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC#CCN(C)C)C5)ncc3F)cc2n1C(C)C,8.71669877129645
CHEMBL6064669,CDK6,1.93,nM,CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,8.714442690992227
CHEMBL4077071,CDK6,1.96,nM,CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4[nH]ccc34)cc2)CC1,8.707743928643524
CHEMBL5935906,CDK4,1.96,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,8.707743928643524
CHEMBL5943083,CDK4,1.97,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC(C)CC1,8.705533773838408
CHEMBL5979966,CDK6,1.97,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)(C)C,8.705533773838408
CHEMBL3298985,CDK2,2.0,nM,CC[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(C#N)c(Cl)c1,8.698970004336019
CHEMBL3673542,CDK9,2.0,nM,O=C(CO)N1CC=C(c2cc3c(-c4cncc(OCc5cccc(F)c5)n4)ccnc3[nH]2)CC1,8.698970004336019
CHEMBL488257,CDK2,2.0,nM,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CCCC3)n2)cc1,8.698970004336019
CHEMBL5190816,CDK9,2.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(-c4csc5c(=O)cc(N6CCOCC6)oc45)cc3)nc2n1C1CCCC1,8.698970004336019
CHEMBL5851484,CDK6,2.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C(=O)CO)CC5)cn4)ncc3F)cc21,8.698970004336019
CHEMBL5760232,CDK6,2.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(N(C)C)CC5)nc4)ncc3F)cc21,8.698970004336019
CHEMBL5897019,CDK4,2.0,nM,CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)nc2)CC1,8.698970004336019
CHEMBL3979266,CDK9,2.0,nM,CCS(=O)(Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1)=NC#N,8.698970004336019
CHEMBL3642032,CDK4,2.0,nM,O=C(O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.698970004336019
CHEMBL5740706,CDK4,2.0,nM,CC(C)N1CCc2cc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)ccc2C1,8.698970004336019
CHEMBL454648,CDK2,2.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,8.698970004336019
